date,equity
2024-09-25,1.10350244352223
2024-09-26,1.1230338325279055
2024-09-27,1.1140438570957398
2024-09-30,1.1635374702387462
2024-10-08,1.1692320846875848
2024-10-09,1.1102701677895066
2024-10-10,1.1511799532756677
2024-10-11,1.147148493566191
2024-10-14,1.1783209756313815
2024-10-15,1.1500393632821262
2024-10-16,1.1689569382982798
2024-10-17,1.1553808446594813
2024-10-18,1.165101049308447
2024-10-21,1.1502127478457542
2024-10-22,1.1539762772144437
2024-10-23,1.1560234904346343
2024-10-24,1.1529506372679261
2024-10-25,1.1411916209982642
2024-10-28,1.1379119112090947
2024-10-29,1.1356986031660747
2024-10-30,1.1245108174131753
2024-10-31,1.115397016362728
2024-11-01,1.1291618585105554
2024-11-04,1.1319697130405297
2024-11-05,1.137276680862876
2024-11-06,1.127072731511222
2024-11-07,1.142664971029455
2024-11-08,1.1339631032777457
2024-11-11,1.1238032323929303
2024-11-12,1.1135507379718144
2024-11-13,1.1259895789117988
2024-11-14,1.1206177587482098
2024-11-15,1.1196965330861945
2024-11-18,1.1315976324118882
2024-11-19,1.1276837628688927
2024-11-20,1.1276397382408914
2024-11-21,1.1320371627379768
2024-11-22,1.1098922745940845
2024-11-25,1.108024814573442
2024-11-26,1.1106863385953838
2024-11-27,1.1217628141356226
2024-11-28,1.1168712176148698
2024-11-29,1.1180917158733719
2024-12-02,1.1199221068796308
2024-12-03,1.1379159859113084
2024-12-04,1.1438732029270282
2024-12-05,1.1396756306412448
2024-12-06,1.1465931370051028
2024-12-09,1.1536057867414082
2024-12-10,1.1531012246511652
2024-12-11,1.1478981311365297
2024-12-12,1.1567889489357144
2024-12-13,1.142719856165653
2024-12-16,1.1591977743937782
2024-12-17,1.1569317205459688
2024-12-18,1.1641724166736531
2024-12-19,1.1548694400443
2024-12-20,1.1461851603152875
2024-12-23,1.159322376801216
2024-12-24,1.1699277889660171
2024-12-25,1.1771248330305077
2024-12-26,1.1670921315173317
2024-12-27,1.1707807522659175
2024-12-30,1.1755233003169772
2024-12-31,1.1688617555787029
2025-01-02,1.1429673880049365
2025-01-03,1.139080554315818
2025-01-06,1.1371172447084177
2025-01-07,1.1333524582470205
2025-01-08,1.142683113551682
2025-01-09,1.1318878640702692
2025-01-10,1.1216913250225296
2025-01-13,1.113757684116509
2025-01-14,1.1283316694385657
2025-01-15,1.1277837493263252
2025-01-16,1.131261113590135
2025-01-17,1.1318480860267028
2025-01-20,1.1263246358909724
2025-01-21,1.1247591446305194
2025-01-22,1.1156660184618814
2025-01-23,1.126115189982553
2025-01-24,1.129017585187995
2025-01-27,1.144657385749844
2025-02-05,1.1258909873158083
2025-02-06,1.1261137623874748
2025-02-07,1.1285311465504666
2025-02-10,1.1242829936444705
2025-02-11,1.1309684118261227
2025-02-12,1.1299999259649804
2025-02-13,1.129584221992889
2025-02-14,1.1336877190928258
2025-02-17,1.1349871563029104
2025-02-18,1.138885255705331
2025-02-19,1.1338750033880551
2025-02-20,1.1311714796441361
2025-02-21,1.1226565153980583
2025-02-24,1.116852826646397
2025-02-25,1.1074061232486476
2025-02-26,1.113659023838851
2025-02-27,1.1204908915378602
2025-02-28,1.1160963467209701
2025-03-03,1.116703277364385
2025-03-04,1.1133035998818066
2025-03-05,1.1220407606964273
2025-03-06,1.1184122371105483
2025-03-07,1.1171620642135756
2025-03-10,1.115614702710842
2025-03-11,1.1205672627627281
2025-03-12,1.1151637108403558
2025-03-13,1.124512454409468
2025-03-14,1.1339470773496707
2025-03-17,1.1377241597184793
2025-03-18,1.1377486995024628
2025-03-19,1.1402322752103065
2025-03-20,1.1411617342085776
2025-03-21,1.1366785701040423
2025-03-24,1.141864313122633
2025-03-25,1.1459237691729656
2025-03-26,1.1432166135824997
2025-03-27,1.1499864329380696
2025-03-28,1.1456332066253432
2025-03-31,1.1349335211945983
2025-04-01,1.1451313236436285
2025-04-02,1.1465643820840676
2025-04-03,1.1534682329518127
2025-04-07,1.0980324417051857
2025-04-08,1.1257035871042966
2025-04-09,1.1400679213088827
2025-04-10,1.146102924943868
2025-04-11,1.1385348944052383
2025-04-14,1.144199605708317
2025-04-15,1.148566474550692
2025-04-16,1.1627107536675132
2025-04-17,1.1611045054517806
2025-04-18,1.1603150334954913
2025-04-21,1.1590686409397501
2025-04-22,1.1661173599980204
2025-04-23,1.1600317657467547
2025-04-24,1.1625066505805226
2025-04-25,1.1610247833070457
2025-04-28,1.161470999030867
2025-04-29,1.156092615287853
2025-04-30,1.142837824559005
2025-05-06,1.1440776538525437
2025-05-07,1.1545188529470596
2025-05-08,1.1575097801358993
2025-05-09,1.1640601882483619
2025-05-12,1.1653229120811979
2025-05-13,1.1716625937012433
2025-05-14,1.181985320908757
2025-05-15,1.1807458599128458
2025-05-16,1.1727266140447947
2025-05-19,1.1740996820918295
2025-05-20,1.1769129164763055
2025-05-21,1.1816464912262818
2025-05-22,1.1859473393408198
2025-05-23,1.1763391628985849
2025-05-26,1.1727432432944724
2025-05-27,1.1746800134467914
2025-05-28,1.1778687458550998
2025-05-29,1.1781383104029903
2025-05-30,1.1769322549941645
2025-06-03,1.1792149828216072
2025-06-04,1.1793819295070171
2025-06-05,1.1765175175085776
2025-06-06,1.1788099886646601
2025-06-09,1.177220393850309
2025-06-10,1.1727874059598242
2025-06-11,1.1757723796773212
2025-06-12,1.1713685432902723
2025-06-13,1.1636484436688417
2025-06-16,1.1679259685697374
2025-06-17,1.1704092403083617
2025-06-18,1.174772943860904
2025-06-19,1.170834081561823
2025-06-20,1.1774973397360249
2025-06-23,1.1766234206625261
2025-06-24,1.1813697750133598
2025-06-25,1.1882432638290048
2025-06-26,1.1929171170784716
2025-06-27,1.1780957856176786
2025-06-30,1.177210123197725
2025-07-01,1.178715499936866
2025-07-02,1.1820779927775082
2025-07-03,1.1847559766355673
2025-07-04,1.1886867865524682
2025-07-07,1.1878556589072868
2025-07-08,1.191731895029588
2025-07-09,1.1910553174499445
2025-07-10,1.1933742307086828
2025-07-11,1.1939138113565737
2025-07-14,1.1963025927062094
2025-07-15,1.1875091526388526
2025-07-16,1.1899313607603874
2025-07-17,1.19321051104568
2025-07-18,1.2013439971359938
2025-07-21,1.2093610718384968
2025-07-22,1.2320253384530258
2025-07-23,1.2268490648718835
2025-07-24,1.229453506224158
2025-07-25,1.217040396748999
2025-07-28,1.2135673719772948
2025-07-29,1.2113810406589847
2025-07-30,1.2203865863919263
2025-07-31,1.1964980272185937
2025-08-01,1.194138103197172
2025-08-04,1.199445769085342
2025-08-05,1.2100776938425084
2025-08-06,1.2234759781057458
2025-08-07,1.2204954721637267
2025-08-08,1.216511762730263
2025-08-11,1.2278727242838674
2025-08-12,1.2433563255326319
2025-08-13,1.2652628129436843
2025-08-14,1.2523529069605583
2025-08-15,1.2748568318685265
2025-08-18,1.3004538695456642
2025-08-19,1.298214423923747
2025-08-20,1.3126008275263439
2025-08-21,1.317842186151428
2025-08-22,1.368748751751984
2025-08-25,1.4057362392722352
2025-08-26,1.4087906652305127
2025-08-27,1.4004230394772839
2025-08-28,1.456240141863711
2025-08-29,1.4667001968305002
2025-09-01,1.4848414943092985
2025-09-02,1.4419698034890072
2025-09-03,1.4201638630022344
2025-09-04,1.3611217897622014
2025-09-05,1.4115951771826718
2025-09-08,1.402406574565496
2025-09-09,1.3864367172105418
2025-09-10,1.404210872566895
2025-09-11,1.4634547090828938
2025-09-12,1.468372167201603
2025-09-15,1.4644005298133045
2025-09-16,1.4642151493790345
2025-09-17,1.4681455514275172
2025-09-18,1.446337597155229
2025-09-19,1.435515203126794
2025-09-22,1.4539349090256568
2025-09-23,1.4370438503709813
2025-09-24,1.4547844559166272
2025-09-25,1.4639478159088037
2025-09-26,1.4427464052075754
2025-09-29,1.4734670469358508
2025-09-30,1.4765966098842995
2025-10-09,1.48187866497436
2025-10-10,1.4468987143740293
2025-10-13,1.4330814748444296
2025-10-14,1.3976405600171093
2025-10-15,1.4124896630792607
2025-10-16,1.4066242914638116
2025-10-17,1.3725187215483015
2025-10-20,1.3876693897457382
2025-10-21,1.42350229053048
2025-10-22,1.4139640416794825
2025-10-23,1.4151393608674987
2025-10-24,1.4654567689937006
2025-10-27,1.4949474667721445
2025-10-28,1.4849414117560749
2025-10-29,1.5146179356420524
2025-10-30,1.4735816000268005
2025-10-31,1.4303741910991516
2025-11-03,1.4199760058423163
2025-11-04,1.4054294655372888
2025-11-05,1.4019804385806662
2025-11-06,1.4299169215410625
2025-11-07,1.4260505379581163
2025-11-10,1.4210148306215264
2025-11-11,1.3901244515419613
2025-11-12,1.3875372326141797
2025-11-13,1.4031768996212857
2025-11-14,1.3688285863978118
2025-11-17,1.356107450555798
2025-11-18,1.353178199419451
2025-11-19,1.3524538168742741
2025-11-20,1.3449192854894967
2025-11-21,1.2943200249999487
2025-11-24,1.3004098776198099
2025-11-25,1.3220393085367965
2025-11-26,1.3466911677890048
2025-11-27,1.3419172463988718
2025-11-28,1.3494673917968107
2025-12-01,1.3760048389088937
2025-12-02,1.3647244704070898
2025-12-03,1.355290931294771
2025-12-04,1.3674991016992888
2025-12-05,1.3810464715232929
2025-12-08,1.41568125325666
2025-12-09,1.4304547238368976
2025-12-10,1.4320650512568704
2025-12-11,1.4093187680683725
2025-12-12,1.423418324119939
2025-12-15,1.4019768391175418
2025-12-16,1.3822583501797496
2025-12-17,1.4282061059808322
2025-12-18,1.4044071821080553
2025-12-19,1.4112581246519331
2025-12-22,1.437890439133603
2025-12-23,1.4393919802609678
2025-12-24,1.4511365488610815
2025-12-25,1.4482226309721715
2025-12-26,1.446907080999424
2025-12-29,1.4429609481288603
2025-12-30,1.4470151030440739
2025-12-31,1.4326403214573389
2026-01-01,1.4326403214573389
2026-01-02,1.4326403214573389
2026-01-05,1.470015381242588
2026-01-06,1.5033622318475701
2026-01-07,1.506731143982129
2026-01-08,1.4836332036703417
2026-01-09,1.4949415025885202
2026-01-12,1.518972928183698
2026-01-13,1.4931611825957587
2026-01-14,1.5081110647765434
2026-01-15,1.5065560277224554
2026-01-16,1.5059082249619566
2026-01-19,1.4984742011665846
2026-01-20,1.4794452633011095
2026-01-21,1.4898626388034897
2026-01-22,1.5084010351193244
2026-01-23,1.4955059371251045
2026-01-26,1.494606827979986
2026-01-27,1.5021192681427418
2026-01-28,1.5178811410043072
2026-01-29,1.5111767842314334
2026-01-30,1.5208221505332342
2026-02-02,1.4866472937978796
2026-02-03,1.5062633040699789
2026-02-04,1.4857108122407288
2026-02-05,1.4661230223689508
2026-02-06,1.4612242172536827
2026-02-09,1.5055145685755376
2026-02-10,1.5151979129672613
2026-02-11,1.5085693686076047
2026-02-12,1.5113515395914265
2026-02-13,1.4979589921823149
2026-02-24,1.5156866146022272
2026-02-25,1.5412231652367805
2026-02-26,1.5648452870774887
2026-02-27,1.5526733692964072
2026-03-02,1.553806752502665
2026-03-03,1.5100746497231552
2026-03-04,1.490479145379139
2026-03-05,1.506107732479433
2026-03-06,1.505540585177524
2026-03-09,1.4858385295608711
2026-03-10,1.5156596135877012
2026-03-11,1.5122489635949887
2026-03-12,1.4957275723280878
2026-03-13,1.4846054992842113
2026-03-16,1.489612985724823
2026-03-17,1.4643199022993374
2026-03-18,1.4854819564406943
2026-03-19,1.4607037217704164
2026-03-20,1.4536683510210533
2026-03-23,1.4024980532151397
2026-03-24,1.4251402830239412
2026-03-25,1.4507743130293276
2026-03-26,1.422041881230923
2026-03-27,1.4263318792403623
2026-03-30,1.4226847118158563
2026-03-31,1.3954951480842666
2026-04-01,1.4316736745655907
2026-04-02,1.396885253264646
2026-04-03,1.3922038265809376
2026-04-07,1.406601196110752
2026-04-08,1.4891814340096068
2026-04-09,1.4869932540893536
2026-04-10,1.5317530228799459
2026-04-13,1.5473370719343642
2026-04-14,1.5853687451473042
2026-04-15,1.553763085685228
2026-04-16,1.5841341243308134
2026-04-17,1.6056820258492182
2026-04-20,1.6248320461991128
2026-04-21,1.6293605935569095
2026-04-22,1.6543260897816852
2026-04-23,1.633914281677368
2026-04-24,1.6213126220803482
2026-04-27,1.6505563301152697
2026-04-28,1.641703483072348
2026-04-29,1.6660387291143213
2026-04-30,1.6650924735951285
2026-05-06,1.7287505329040045
2026-05-07,1.7474749715808662
2026-05-08,1.726129484969178
2026-05-11,1.752344328181938
2026-05-12,1.7521848968035538
2026-05-13,1.8011955319196917
2026-05-14,1.750228664528959
2026-05-15,1.7164435682709946
2026-05-18,1.7170089278413794
2026-05-19,1.71564502169035
2026-05-20,1.7473101620174845
2026-05-21,1.7041139272753565
2026-05-22,1.760361651351547
2026-05-25,1.7960498107079865
2026-05-26,1.838717531989554
2026-05-27,1.8012162251275632
2026-05-28,1.8010082933446567
2026-05-29,1.778317615107556
2026-06-01,1.7289313456395143
2026-06-02,1.7852755458240697
2026-06-03,1.813684785305832
2026-06-04,1.807694486660729
2026-06-05,1.7420696673764313
2026-06-08,1.6733415944803873
2026-06-09,1.7411415785197
2026-06-10,1.7096554148020597
2026-06-11,1.7264189249517974
2026-06-12,1.7604378979251878
2026-06-15,1.8508599598112407
2026-06-16,1.8631939903528787
2026-06-17,1.906650498455166
2026-06-18,1.9326664313858664
2026-06-22,2.0044281709587133
2026-06-23,1.9082859962552958
2026-06-24,1.965337715043211
2026-06-25,1.9946071198978848
2026-06-26,1.9046657752426341
2026-06-29,1.912799424809177
2026-06-30,1.9358977668035526
2026-07-01,1.8979506694341024
2026-07-02,1.8235473094825254
2026-07-03,1.8427336582670182
2026-07-06,1.8233289746386512
2026-07-07,1.7986381938706362
2026-07-08,2.0576514779060004
2026-07-09,2.117076081967776
2026-07-10,2.1589999498545445
2026-07-13,2.071512472898432
2026-07-14,2.162399877213777
2026-07-15,2.1413218434889782
2026-07-16,2.0828023611144952
