ticker,name,weight,composite_score
301308,江波龙,0.03333333333333333,2.9069729617674973
300308,中际旭创,0.03333333333333333,2.6448810553981317
603986,兆易创新,0.03333333333333333,2.181750076407118
300502,新易盛,0.03333333333333333,2.15316000180682
688256,寒武纪,0.03333333333333333,2.026489025680328
002558,巨人网络,0.03333333333333333,1.8232188585741451
002709,天赐材料,0.03333333333333333,1.8120540758918808
000657,中钨高新,0.03333333333333333,1.6706460909754812
600061,国投资本,0.03333333333333333,1.6339721778683285
688111,金山办公,0.03333333333333333,1.5295705542001201
000792,盐湖股份,0.03333333333333333,1.529369671904484
002466,天齐锂业,0.03333333333333333,1.4694155459135598
600549,厦门钨业,0.03333333333333333,1.4635027638062137
688072,拓荆科技,0.03333333333333333,1.4527937070000203
002460,赣锋锂业,0.03333333333333333,1.3899140111099233
300394,天孚通信,0.03333333333333333,1.3532220486141762
000807,云铝股份,0.03333333333333333,1.342284261008032
601872,招商轮船,0.03333333333333333,1.2790869991122962
688183,生益电子,0.03333333333333333,1.2593670148002551
000408,藏格矿业,0.03333333333333333,1.236822712757454
605117,德业股份,0.03333333333333333,1.2226116452691262
600183,生益科技,0.03333333333333333,1.2054280502666832
002384,东山精密,0.03333333333333333,1.1859647670190432
688012,中微公司,0.03333333333333333,1.1034834642024878
002463,沪电股份,0.03333333333333333,1.0023735923466428
601138,工业富联,0.03333333333333333,0.9409096626730626
000975,山金国际,0.03333333333333333,0.9115597264245421
603993,洛阳钼业,0.03333333333333333,0.9093416154980936
600489,中金黄金,0.03333333333333333,0.8708734579857388
300408,三环集团,0.03333333333333333,0.8684298530623309
