date,ticker,BP_z,EP_z,EpG_z,GPM_z,Rev1m_z,forward_1d_return,forward_5d_return,forward_21d_return,industry,name,composite_eq,composite_ic
2026-07-16,01801,-0.7221439956168676,-1.0071060528266065,2.984462898552046,1.8387817439559828,1.8150627539780877,,,,药品及生物科技,信达生物,0.9818114696085285,0.9818114696085285
2026-07-16,00101,1.919829321635922,-0.10904672992379774,0.08119969937249198,1.9410265027341205,0.6744276192141255,,,,地产,恒隆地产,0.9014872826065725,0.9014872826065725
2026-07-16,06160,,-0.7470253317646942,2.9263552033706737,1.91105702801563,0.278862432836073,,,,药品及生物科技,百济神州,0.8738498664915365,0.8738498664915365
2026-07-16,02319,0.23924156184035533,-0.9493435076845409,3.310785086540625,-0.01930160982226881,1.6074614607703837,,,,食物饮品,蒙牛乳业,0.8377685983289108,0.8377685983289109
2026-07-16,00836,0.8373945939359939,2.065505073662015,0.06679517932808371,1.9655923242903863,-1.0672215330113226,,,,公用事业,华润电力,0.7736131276410313,0.7736131276410313
2026-07-16,00175,-0.5757580181293634,1.2566333770270017,1.2976384601213065,0.34684786476421064,0.8745587396438185,,,,汽车,吉利汽车,0.6399840846853948,0.6399840846853948
2026-07-16,00066,1.4618193403232438,0.13744336222018477,-0.13016382269746604,0.5492244487113577,0.4889728269310258,,,,旅游及消闲设施,港铁公司,0.5014592310976692,0.5014592310976692
2026-07-16,00027,0.3927011945077697,0.1441465080855826,0.4911074375986569,0.5310251169029079,0.7712315751659521,,,,旅游及消闲设施,银河娱乐,0.4660423664521738,0.46604236645217384
2026-07-16,01113,0.6242561303956472,0.5097334987364283,-0.17381189014324408,0.39148898639924906,0.9342858208346607,,,,地产,长实集团,0.45719050924454824,0.45719050924454824
2026-07-16,09992,-0.6954113433788706,-0.19859172331441838,3.0489243096902205,1.9610937994172295,-1.9117469765493529,,,,家庭电器及用品,泡泡玛特,0.4408536131729616,0.4408536131729616
2026-07-16,00267,0.7000654710389984,2.157662980528038,0.3101381273669617,,-1.0966635169483903,,,,综合企业,中信股份,0.41424061239712157,0.4142406123971216
2026-07-16,01997,0.3340876216167905,-2.962045340193902,,2.624194667003182,2.07228221857768,,,,地产,九龙仓置业,0.41370383340075,0.4137038334007501
2026-07-16,00868,-0.06698132747122304,0.38239950697359953,-0.7090186744065324,0.5702375049975159,1.7445516015225455,,,,工业工程,信义玻璃,0.3842377223231811,0.38423772232318115
2026-07-16,00939,1.417599814960777,1.261918031366966,-0.024149780870313425,,-0.7575453098279863,,,,银行,建设银行,0.3795645511258886,0.37956455112588866
2026-07-16,03988,1.3058041223744257,0.9232318890545409,0.020582463142968844,,-0.6263473756235607,,,,银行,中国银行,0.32465421978967496,0.32465421978967496
2026-07-16,01398,1.3608314248579627,1.0216433436692658,-0.04521732290778902,,-0.7757434064405565,,,,银行,工商银行,0.31230280783577663,0.3123028078357766
2026-07-16,00316,1.148866637902046,1.539866967744425,-1.247534858648173,-0.040832784846922744,0.09153072215490317,,,,工用运输,东方海外国际,0.2983793368612556,0.2983793368612557
2026-07-16,00762,,0.33180504438233704,0.11850097478162877,0.610697047990641,0.26250160061133326,,,,电讯,中国联通,0.26470093355318797,0.264700933553188
2026-07-16,02628,0.06716604423926369,1.8636388663643753,-0.31896939944097674,,-0.30088530264308505,,,,保险,中国人寿,0.2621900417039154,0.26219004170391547
2026-07-16,00992,-0.4654410270086161,-0.4049499073216039,0.9947160582139302,0.026378915424169234,0.9863839086227266,,,,资讯科技器材,联想集团,0.22741758958612118,0.22741758958612118
